code_name,ticker,created_at,text
海尔智家,sh.600690,2026-04-14,海尔智家（股份代号：6690）于2026年4月14日公告，董事会会议将于2026年4月27日（星期一）举行，以考虑及批准公司及其附属公司截至2026年3月31日止三个月的第一季度业绩及其刊发。公告同时披露了执行董事、非执行董事、独立非执行董事及职工董事名单。
海尔智家,sh.600690,2026-04-14,海尔智家于2026年3月27日启动30亿元至60亿元规模的A股回购计划，截至3月底已累计回购1535万股，耗资约3.34亿元，回购股份将用于员工持股计划或股权激励。公司2025年实现营收3023亿元，同时将分红比例提升至55%。
海尔智家,sh.600690,2026-04-14,原文信息不足，无法形成完整摘要。
海尔智家,sh.600690,2026-04-14,海尔智家4月10日公告，以3139.6万元回购150万股A股。近半个月累计投入近5.2亿元，回购超2400万股A股，回购节奏加快。大部分回购股份将注销。
海尔智家,sh.600690,2026-04-14,海尔智家2025年营收首次突破3000亿元，达3023.47亿元，同比增长5.71%；归母净利润195.53亿元，同比增长4.39%，再创历史新高。
海尔智家,sh.600690,2026-04-14,海尔智家于2025年度成立由最高管理决策层领导的气候变化委员会，并发布《海尔智家碳中和白皮书》，详细阐述了公司实现碳中和目标的路线图、关键举措与技术路径，以提升ESG治理水平，将可持续发展融入战略运营。
海尔智家,sh.600690,2026-04-14,海尔智家（600690.SH）2026年4月14日在投资者互动平台表示，公司中东业务收入占整体收入比例低于1%，对业务影响整体可控。
海尔智家,sh.600690,2026-04-14,海尔智家于2025年度成立由最高管理决策层领导的气候变化委员会，并发布《海尔智家碳中和白皮书》，明确阐述了公司实现碳中和目标的路线图。
海尔智家,sh.600690,2026-04-14,海尔智家宣布2026年分红比例不低于58%。自2009年至今，海尔集团及其一致行动人多次增持公司股份，增持金额超20亿元，表示看好公司长期发展潜力。公司致力于维护全体股东利益。
海尔智家,sh.600690,2026-04-14,海尔智家于4月14日在互动平台回应投资者称，公司员工持股计划的资金虽来源于专项激励基金，但需达成业绩考核条件后方可最终归属，旨在将核心团队利益与公司长期业绩深度绑定。
海尔智家,sh.600690,2026-04-14,海尔智家4月14日表示，公司在海外市场致力于构建涵盖研发、制造、营销的本土化运营体系。北美市场受通胀及利率影响，但家电存量更新需求基础扎实；欧洲市场消费平稳，节能型、热泵类绿色家电增长趋势明显，为公司产品结构优化提供机遇。总体看，欧美家电市场以存量置换与品质升级为主导，需求韧性较强。
海尔智家,sh.600690,2026-04-14,海尔智家于2025年正式成立气候变化委员会，并发布《海尔智家碳中和白皮书》，明确了公司实现碳中和的路线图、关键举措与技术路径。此前，公司在“提质增效重回报”行动方案中提出了提升ESG治理水平、将可持续发展融入战略运营的目标。
海尔智家,sh.600690,2026-04-14,海尔智家于2026年推出最新A股回购计划，回购规模为30亿元至60亿元人民币。截至2025年报披露至今，公司已累计投入近5.2亿元，回购超2400万A股股份。
海尔智家,sh.600690,2026-04-14,海尔智家2025年四季度业绩波动，主要因中国和美国市场同时面临需求疲软及竞争加剧的双重压力。
海尔智家,sh.600690,2026-04-14,海尔智家于2026年4月14日在互动平台回应投资者提问时表示，公司股价短期波动受宏观经济、行业周期、市场情绪等多重因素影响。公司将持续聚焦主业，提升经营质量与核心竞争力，致力于以稳健业绩和长远发展回报投资者。
海尔智家,sh.600690,2026-04-14,海尔智家于2025年度通过FPA、Monogram、Café、Profile、卡萨帝等高端品牌持续推动高端化与智能化转型。其中，中国市场高端品牌卡萨帝收入保持两位数增长，美国市场高端品牌保持高个位数增长，高端占比稳健提升。
海尔智家,sh.600690,2026-04-14,3月多家龙头公司加速股份回购，紫金矿业、恒逸石化、温氏股份、顺丰控股和海尔智家分别回购16.82亿元、8.82亿元、7.32亿元、6亿元和3.34亿元。其中，紫金矿业再次实施“闪电回购”，顺丰控股则大幅上调回购金额。
