code_name,ticker,created_at,text
海光信息,sh.688041,2026-01-21,2026年1月21日，科创50指数涨幅扩大至3%，芯片股领涨。海光信息大涨超10%，股价创历史新高。
海光信息,sh.688041,2026-01-21,海光信息当日涨近14%，长川科技、拓荆科技、华海诚科等成份股涨幅居前。半导体设备ETF（561980）连续4个交易日获资金净流入超3亿元，最新规模突破34亿元。
海光信息,sh.688041,2026-01-21,2026年1月21日，科创50指数涨幅扩大至3%，芯片股领涨。海光信息股价大涨超10%，创历史新高。
海光信息,sh.688041,2026-01-21,海光信息股价于2026年1月21日创出历史新高，截至9:42上涨10.76%，报281.56元，成交量1790.83万股，成交金额49.03亿元，换手率0.77%，A股总市值及流通市值均为6544.41亿元。融资客出现加仓行为。
海光信息,sh.688041,2026-01-21,截至2026年1月21日，半导体板块表现强势，龙芯中科20%涨停，海光信息涨超13%并创出新高，江化微连续3日涨停，澜起科技、通富微电等个股涨超8%。中信建投证券指出，地缘政治摩擦为国产半导体提供替代窗口期，华为、寒武纪、海光等新一代算力芯片性能快速提升，生态逐步完善。
海光信息,sh.688041,2026-01-21,海光信息（公司成立于2014年10月24日，注册资本232433.8091万人民币）在2026年1月21日成交额超过上一交易日全天水平。
海光信息,sh.688041,2026-01-21,海光信息2026年1月21日早盘股价涨超17%，最高触及298元，创历史新高。公司此前披露，深算三号产品已投入市场，覆盖AI训练/推理、科学计算、金融风控等多个场景，并获得客户认可；此外，新一代产品深算四号研发进展顺利。
海光信息,sh.688041,2026-01-21,2026年1月21日，科创成长ETF万家（588070）上涨2.13%。前十大权重股中，海光信息涨12.32%，寒武纪-U涨2.04%，拓荆科技涨1.06%，源杰科技涨1.38%，仕佳光子涨2.07%，国盾量子涨0.85%，思特威-W涨4.48%，百利天恒涨0.64%；九号公司-WD跌0.21%，铂力特跌0.02%。
海光信息,sh.688041,2026-01-21,海光信息在2026年1月21日股价上涨12.27%，寒武纪-U上涨2.04%，科创50ETF万家当日上涨3.35%。科创50指数前十大权重股包括中芯国际、海光信息、寒武纪、澜起科技、中微公司、金山办公、芯原股份、联影医疗、拓荆科技、佰维存储。
海光信息,sh.688041,2026-01-21,2026年1月21日上午，海光信息（688041）股价大涨超12%，创历史新高，成交额达138.51亿元，位居A股第一。
海光信息,sh.688041,2026-01-21,2026年1月21日，科创50ETF（588000）涨超4%，成交额达46.43亿元。受先进封装扩产和存储芯片板块活跃影响，海光信息大涨16.05%领涨科技股，龙芯中科开盘涨停，澜起科技上涨8.88%，中控技术上涨7.86%，恒玄科技、芯原股份等涨超6%。
海光信息,sh.688041,2026-01-21,截至2026年1月21日13:56，科创创业50指数上涨2.81%。成分股中，龙芯中科上涨20.00%，海光信息上涨13.30%，澜起科技上涨12.01%，三环集团、圣邦股份等个股跟涨。
海光信息,sh.688041,2026-01-21,2026年1月21日，A股CPU、存储芯片、先进封装概念活跃，海光信息涨超13%，龙芯中科涨停，科创50ETF汇添富（588870）一度大涨4%，成交额超6400万元。机构KeyBanc表示，Intel和AMD已售出2026年大部分服务器CPU。
海光信息,sh.688041,2026-01-21,2026年1月21日，沪深两市成交额合计2.6万亿元，海光信息成交额居首，达177.46亿元。其后为特变电工（159.73亿元）、新易盛（154.93亿元）、航天电子（153.68亿元）、信维通信（152.19亿元）。
海光信息,sh.688041,2026-01-21,海光信息（688041）在2026年1月21日收盘上涨13.34%，报收288.11元/股，创历史新高。该股于1月20日反超寒武纪，成为半导体行业A股市值最高的股票。
海光信息,sh.688041,2026-01-21,海光信息（688041）股价涨超13%，盘中逼近300元，创历史新高，全日成交177.5亿元，位居A股成交额首位。同日，半导体板块表现强势，龙芯中科20%涨停。
海光信息,sh.688041,2026-01-21,海光信息与立昂云数据完成CPU/DCU与魔方AI智算平台的全面兼容互认证，实现“算力硬件+智能平台”全栈融合。此外，海光信息于2026年1月15日与智慧眼科技签署战略合作协议。
海光信息,sh.688041,2026-01-21,电子行业资金流入榜显示，2026年1月21日，工业富联、海光信息、华天科技等59只个股主力资金净流入超亿元。其中海光信息当日涨幅13.34%，主力资金净流入13.01亿元。
海光信息,sh.688041,2026-01-21,2026年1月21日，22只科创板个股主力资金净流入超亿元。其中，海光信息主力资金净流入130136.90万元，流入率7.33%，当日涨幅13.34%，换手率2.68%。
