code_name,ticker,created_at,text
工商银行,sh.601398,2025-08-29,工商银行发布2025年中期业绩：截至2025年6月30日，资产总额52.32万亿元；上半年营业收入4090.82亿元，同比增长1.8%；净利润1688.03亿元。不良贷款率1.33%，较上年末下降0.01个百分点；资本充足率19.54%，上升0.15个百分点；拨备覆盖率217.71%，上升2.80个百分点。境内分行人民币贷款增加1.78万亿元，客户贷款及存款规模保持同业引领。
工商银行,sh.601398,2025-08-29,工商银行于2025年8月29日发布公告，副行长、董事会秘书兼公司秘书段红涛因职务变动辞去上述职务。段红涛已于2025年6月起担任本行党委副书记，辞任后与董事会无不同意见，已做好交接工作。董事会对其贡献表示感谢。
工商银行,sh.601398,2025-08-29,工商银行于2025年8月29日召开董事会，审议通过了提名陈德霖连任独立董事、李金鸿为独立董事候选人、段红涛为执行董事候选人等议案；调整了部分董事会专门委员会主席及委员；聘任姚明德兼任首席财务官、田枫林兼任董事会秘书。上述议案均获表决通过，部分需提交股东大会审议或报监管核准。
工商银行,sh.601398,2025-08-29,工商银行监事会于2025年8月29日召开会议，审议并通过了2025半年度报告及摘要和2025年中期利润分配方案，两项议案均获全票同意（3票）。监事会认为半年度报告编制和审核程序合规，内容真实准确完整。
工商银行,sh.601398,2025-08-29,工商银行（股份代号1398）于2025年8月29日发布董事会成员名单及其角色与职能。执行董事包括廖林（董事长）、刘珺（副董事长、行长）、王景武（副行长）；非执行董事为卢永真、曹利群、董阳、钟蔓桃；独立非执行董事为陈德霖、赫伯特·沃特、莫里·洪恩、陈关亭、李伟平。董事会设有战略、社会责任、审计、风险管理等八个委员会，并公布了各成员所属委员会及主席、成员身份。
工商银行,sh.601398,2025-08-29,工商银行于2025年8月29日公告，截至2025年6月30日止六个月的中期股息为每10股1.414元人民币，股息类型为中期普通股息。派息金额的港元折算、汇率、除净日、股息派发日等细节尚待公布。
工商银行,sh.601398,2025-08-29,工商银行（股份代号1398，美元优先股代号4620）于2025年8月29日召开董事会，审议通过境外美元优先股股息派发方案。股权登记日为2025年9月22日，股息支付日为2025年9月23日，计息期间自2024年9月23日至2025年9月23日。本次派发股息约1.1536亿美元（含税），初始股息率3.58%，其中股东实得1.0382亿美元，银行代扣代缴所得税约0.1154亿美元。同时，银行已
工商银行,sh.601398,2025-08-29,工商银行于2025年8月29日发布2025半年度资本管理第三支柱信息披露报告。报告显示，截至2025年6月30日，核心一级资本充足率13.89%，一级资本充足率15.25%，资本充足率19.54%，杠杆率7.49%，流动性覆盖率128.94%。报告依据《商业银行资本管理办法》编制，经董事会审议通过。
工商银行,sh.601398,2025-08-29,"工商银行于2025年8月29日发布海外监管公告，披露2025年中期利润分配方案。该行拟以356,406,257,089股普通股为基数，每10股派发现金红利人民币1.414元（含税），总额约503.96亿元，占归属于母公司股东净利润（1,681.03亿元）的30.0%。方案尚需股东大会审议。"
工商银行,sh.601398,2025-08-29,"工商银行于2025年8月29日发布2025年半年度报告摘要。报告显示，上半年营业收入427,092百万元，同比增长1.6%；净利润168,803百万元，同比下降1.5%。资产总额52,317,931百万元，较上年末增长7.2%；不良贷款率1.33%，较上年末下降0.01个百分点。董事会建议派发2025年中期普通股现金股息每10股人民币1.414元（含税）。"
工商银行,sh.601398,2025-08-29,"工商银行于2025年8月29日发布海外监管公告，披露其根据中国会计准则编制的2025半年度报告。公告称，该行成立于1984年，2006年在上交所和港交所上市，截至报告期末服务全球超1,400万对公客户和超7.7亿个人客户，连续十三年位列英国《银行家》全球银行1000强榜首。董事会成员包括执行董事廖林、刘珺、王景武等。"
