code_name,ticker,created_at,text
国电南瑞,sh.600406,2025-12-12,电网设备ETF（159326）于2025年12月12日放量大涨3%，中国西电等多只成分股涨停。该ETF是全市场唯一跟踪中证电网设备主题指数的产品，成分股涵盖输变电设备、电网自动化等领域，前十大重仓股包括国电南瑞、特变电工、思源电气、特锐德等龙头企业。
国电南瑞,sh.600406,2025-12-12,国电南瑞公告称，公司及子公司拟使用额度不超过230亿元闲置自有资金进行委托理财，投资方式为购买安全性高、满足保本要求的金融机构结构性存款。该投资额度有效期自2025年12月23日起至2026年12月22日止。
国电南瑞,sh.600406,2025-12-12,国电南瑞于2025年12月12日公告，陈灵欣因个人年龄原因辞去公司第九届董事会董事职务，辞职后不再担任公司任何职务，辞职报告自送达董事会之日起生效。
国电南瑞,sh.600406,2025-12-12,国电南瑞公告，拟将部分募投项目结项，并将节余资金20975.81万元永久补充流动资金。该议案已于2025年12月13日经公司第九届董事会第九次会议、第九届监事会第五次会议审议通过。
国电南瑞,sh.600406,2025-12-12,国电南瑞公告，公司及子公司拟使用额度不超过230亿元的闲置自有资金进行委托理财，投资有效期自2025年12月23日起至2026年12月22日，投资方式为购买安全性高、满足保本要求的金融机构结构性存款。
国电南瑞,sh.600406,2025-12-12,国电南瑞于2025年12月12日公告，公司及子公司拟使用不超过230亿元闲置自有资金进行委托理财，投资方式为购买安全性高、满足保本要求的金融机构结构性存款，投资额度有效期自2025年12月23日起至2026年12月22日止。
国电南瑞,sh.600406,2025-12-12,根据证券时报网2025年12月12日报道，当日核电概念板块获得115.74亿元主力资金净流入，板块整体上涨2.83%。提及个股包括杰瑞股份、中国铀业、泰永长征、合锻智能等，但未提供国电南瑞的具体资金及涨跌数据。
国电南瑞,sh.600406,2025-12-12,原文信息不足，无法形成完整摘要。
国电南瑞,sh.600406,2025-12-12,2025年12月12日，抽水蓄能概念板块上涨2.32%，主力资金净流入29.65亿元。个股方面，特变电工上涨8.08%，成交额5.43亿元；保变电气上涨8.24%，成交额3.74亿元；邵阳液压上涨36.83%，成交额1.85亿元；顺钠股份上涨14.50%，成交额1.73亿元。原文未提及国电南瑞具体数据。
国电南瑞,sh.600406,2025-12-12,国电南瑞于2025年12月11日召开董事会，审议通过使用闲置自有资金进行委托理财的议案，额度不超过230亿元，投资期限自2025年12月23日起。
