code_name,ticker,created_at,text
贵州茅台,sh.600519,2025-12-10,原文信息不足，无法形成完整摘要。
贵州茅台,sh.600519,2025-12-10,截至2025年11月28日，A500ETF基金(512050)连续6天净流入，合计达22.35亿元，该基金以低费率布局核心资产。中证A500指数(000510)前十大权重股包括宁德时代、贵州茅台、中国平安等。
贵州茅台,sh.600519,2025-12-10,贵州茅台集团官方确认，53度500ml飞天茅台官方指导价为1499元/瓶，该价格于2018年1月8日从1299元/瓶调整而来。目前其批发价已跌至1500元。
贵州茅台,sh.600519,2025-12-10,摩尔线程跻身A股芯片四强，其股价位列A股第三，仅次于寒武纪与贵州茅台。消息面上，摩尔线程于2025年12月9日宣布将发布新一代GPU架构。
贵州茅台,sh.600519,2025-12-10,截至2025年12月10日，百元股数量达165只，较前一日增加6只。其中，贵州茅台收盘价1402.80元，当日上涨0.13%，换手率0.26%，所属行业为食品饮料。
贵州茅台,sh.600519,2025-12-10,截至2025年12月10日收盘，白酒板块上涨0.78%至2228.24点，其中17只白酒股上涨；贵州茅台报收1402.80元/股。
贵州茅台,sh.600519,2025-12-10,飞天茅台批发价跌至1500元，创年内新低。贵州茅台2025年前三季度营收1309亿元，同比增长6.32%；归母净利润646.3亿元，同比增长6.25%，两项增速均创近11年新低，低于9%的年度增长目标。
贵州茅台,sh.600519,2025-12-10,贵州茅台公告，公司2025年中期利润分配方案已获股东大会通过，将以总股本12.52亿股为基数，每股派发23.957元现金红利（含税），共计派发300.01亿元（含税）。股权登记日为2025年12月18日。
贵州茅台,sh.600519,2025-12-10,贵州茅台于2025年12月10日公告，以总股本12.52亿股为基数，每股派发现金红利23.96元（含税），共计派发现金红利300.01亿元（含税）。
贵州茅台,sh.600519,2025-12-10,"贵州茅台2025年中期利润分配方案已获股东大会通过，将以总股本1,252,270,215股为基数，每股派发23.957元现金红利（含税），共计派发300.01亿元（含税）。股权登记日为2025年12月18日。"
贵州茅台,sh.600519,2025-12-10,贵州茅台于2025年12月10日公告，以总股本12.52亿股为基数，每股派发现金红利23.96元（含税），共计派发现金红利300.01亿元（含税）。
贵州茅台,sh.600519,2025-12-10,2025年12月10日晚间，贵州茅台（600519.SH）和五粮液（000858.SZ）分别发布2025年中期分红派息实施公告，贵州茅台拟分红300亿元，五粮液拟分红100亿元。
贵州茅台,sh.600519,2025-12-10,贵州茅台2025年中期利润分配方案已获股东大会通过，以总股本12.52亿股为基数，每股派发23.957元现金红利（含税），共计派发300.01亿元（含税）。
贵州茅台,sh.600519,2025-12-10,贵州茅台于2025年12月10日晚间发布公告，2025年中期权益分派方案为A股每股现金红利23.957元（含税），共计派发现金红利约300.01亿元。股权登记日为2025年12月18日，除权（息）日及现金红利发放日均为2025年12月19日。
贵州茅台,sh.600519,2025-12-10,贵州茅台（600519）于2025年12月10日公告，其2025年中期利润分配方案已获股东大会通过。方案以总股本12.52亿股为基数，每股派发23.957元现金红利（含税），合计派发300.01亿元（含税）。
贵州茅台,sh.600519,2025-12-10,贵州茅台于2025年12月10日发布公告，其2025年中期利润分配方案已获股东大会通过。公司以总股本12.52亿股为基数，每股派发23.957元现金红利（含税），合计派发金额300.01亿元（含税）。
贵州茅台,sh.600519,2025-12-10,"贵州茅台于2025年12月10日发布公告，宣布2025年中期权益分派方案：以总股本1,252,270,215股为基数，每股派发现金红利23.957元（含税），共计派发现金红利超300亿元（含税），红利将于12月19日发放。"
贵州茅台,sh.600519,2025-12-10,贵州茅台（600519）于2025年12月10日发布2025年中期权益分派实施公告，以总股本12.52亿股为基数，每股派发现金红利23.957元（含税），合计派发现金红利超300亿元（含税），股权登记日为12月18日。
贵州茅台,sh.600519,2025-12-10,飞天茅台散装53度市场批发价跌至指导价，较两年前高点跌幅达40%。同期，贵州茅台股价正在考验1400元关口支撑力度。
贵州茅台,sh.600519,2025-12-10,贵州茅台公告，2025年中期利润分配方案已获股东大会通过，以总股本12.52亿股为基数，每股派发23.957元现金红利（含税），共计派发300.01亿元（含税），股权登记日为2025年12月18日。
贵州茅台,sh.600519,2025-12-10,贵州茅台与五粮液于2025年12月实施中期分红，合计金额约400亿元。其中，贵州茅台拟分红300亿元，其利润分配方案已获2025年11月28日临时股东大会审议通过；五粮液拟分红100亿元。
贵州茅台,sh.600519,2025-12-10,贵州茅台与五粮液合计宣布分红400亿元。以当日收盘价计算，贵州茅台分红率为1.71%，五粮液分红率为2.31%。此外，贵州茅台2025年前三季度实现营收1284.54亿元，同比增长6.36%；净利润646.27亿元，同比增长6.25%。
