code_name,ticker,created_at,text
保利发展,sh.600048,2026-04-18,保利发展发布关于会计师事务所2025年度履职情况评估报告。公司通过选聘流程续聘立信会计师事务所为2025年度审计机构，该事项经董事会、审计委员会及2025年第六次临时股东会审议通过。立信完成了公司2025年度财务报表及内部控制审计，并出具了审计报告及相关专项说明。审计委员会认为立信遵循执业准则，审计报告反映了公司财务状况及经营成果，审计工作满足要求。
保利发展,sh.600048,2026-04-18,保利发展独立董事章靖忠发布2025年度述职报告。报告期内，章靖忠出席全部18次董事会会议、4次股东会及4次独立董事专门会议，未对议案提出异议。履职重点关注包括取消监事会、关联交易、续聘立信会计师事务所、提名3名董事及聘任1名高管等事项，所有决策程序合法合规。现场工作时间不少于15天，切实维护公司及中小股东权益。
保利发展,sh.600048,2026-04-18,保利发展控股集团股份有限公司董事会于2026年4月16日发布专项意见，经核查独立董事章靖忠、张峥、张俊生2025年度自查文件，认为全体独立董事未在公司担任除董事外的其他职务，与公司及主要股东、实际控制人不存在直接或间接利害关系，符合《上市公司独立董事管理办法》等规定关于独立性的要求。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展于2026年4月16日收到立信会计师事务所出具的专项说明，针对其2025年度涉及保利财务有限公司关联交易的存款、贷款等金融业务情况进行核实。会计师事务所表示，经与已审计财务报表核对，相关汇总表数据在所有重大方面未发现不一致。该说明仅供保利发展向证监会和交易所报送2025年度报告使用。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展于2025年5月15日发行可转换公司债，募集资金总额85亿元，扣除发行费用后净额约84.79亿元。截至2025年12月31日，累计使用募集资金约39.31亿元，其中置换预先投入的自筹资金约16.41亿元，投入募投项目约22.90亿元，期末专户余额约6.38亿元。公司已建立募集资金管理制度，并与保荐机构、银行签署三方监管协议。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展董事会审计委员会发布2025年度对会计师事务所履行监督职责情况报告。公司续聘立信会计师事务所为2025年度财务审计和内部控制审计机构。立信成立于1927年，截至2025年底有合伙人300人、注册会计师2523人。审计委员会在2025年12月至2026年4月多次召开会议，听取审计计划、进展和初步意见，重点关注资产减值准备、重要性水平等事项，督促按时出具审计报告。
保利发展,sh.600048,2026-04-18,保利发展2025年5月发行可转债85亿元，扣除发行费用后净额约84.79亿元。2025年度累计使用募集资金约39.31亿元，其中置换预先投入自筹资金约16.41亿元，投入募投项目约22.90亿元。截至年末，专户余额约6.38亿元（含利息）。立信会计师事务所出具鉴证报告，认为专项报告如实反映了募集资金存放、管理与使用情况。
保利发展,sh.600048,2026-04-18,保利发展发布2025年年度报告。报告显示，公司2025年实现营业收入3081.44亿元，同比下降1.13%；归属于上市公司股东的净利润10.35亿元，同比下降79.31%；基本每股收益0.09元。公司拟每10股派发现金红利0.35元（含税）。立信会计师事务所出具了标准无保留意见的审计报告。经营活动产生的现金流量净额151.89亿元，同比增长142.74%。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,"保利发展发布2025年度审计报告及财务报表，审计机构出具无保留意见，认为财务报表公允反映了其财务状况、经营成果和现金流量。关键审计事项包括存货可变现净值评估、土地增值税计提及收入确认。2025年房地产销售收入28,392,717.74万元，占营收92.14%；存货账面价值66,817,493.39万元，占总资产56.23%。"
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展独立董事张俊生在2025年度述职报告中表示，其全年出席董事会18次、股东会6次、独立董事专门会议4次及审计委员会等会议，对年度投资计划、关联交易、融资方案等重大决策进行审议，未提出异议。报告期内，公司续聘立信会计师事务所，完成3项关联交易审议，提名3名董事、聘任1名高管，并落实取消监事会等治理调整。现场工作不少于15天。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,中金公司作为保荐机构，于2026年4月14日对保利发展（2025年发行8500万张可转债，募集资金85亿元，期限6年）进行2025年度持续督导现场检查。检查认为：公司治理完善、内控有效，信息披露合规，资产独立，无关联方资金占用，募集资金使用合规，经营模式未发生重大不利变化，无需要向监管报告的事项。
保利发展,sh.600048,2026-04-18,保利发展独立董事张峥发布2025年度述职报告。报告显示，张峥全年出席董事会18次、股东会7次、独立董事专门会议4次及各专门委员会会议，对关联交易、可转债发行、募集资金等事项进行前置审议。公司落实新《公司法》取消监事会，由审计委员会承接相关职权。董事会审议通过3项关联交易、续聘立信会计师事务所、提名3名董事及聘任1名高管等事项。张峥对各项议案均未提出异议。
保利发展,sh.600048,2026-04-18,保利发展控股集团股份有限公司发布2025年度内部控制审计报告。立信会计师事务所审计认为，公司于2025年12月31日按照《企业内部控制基本规范》及相关规定，在所有重大方面保持了有效的财务报告内部控制。审计报告出具日期为2026年4月16日。
保利发展,sh.600048,2026-04-18,"保利发展发布2025年度可持续发展报告。报告显示，2025年公司实现营业收入3,081亿元，利润总额97亿元。全年新增绿色建筑星级标准项目合计703万平方米，投入1,613万元公益捐赠。“保总热线”覆盖全国700余个项目。公司连续12年获上海证券交易所信息披露最高评级（A级）。报告参照多项标准编制，涵盖环境、社会及治理等篇章。"
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展发布关于对保利财务有限公司2025年关联交易的风险持续评估报告。保利财务成立于2008年3月，注册资本20亿元，为保利集团下属非银行金融机构。报告称其治理结构完善、内控制度健全、风险管理体系完整、整体风险可控。财务数据显示，2025年末资产总额约827.15亿元，所有者权益约65.93亿元；2025年营业总收入约17.40亿元，利润总额约6.58亿元，净利润约4.81亿元。
保利发展,sh.600048,2026-04-18,保利发展董事会审计委员会2025年度共召开8次会议，审议了年度审计、定期报告、内部控制评价、募集资金存放使用及选聘会计师事务所等事项。委员会由独立董事担任召集人，独立董事占比过半数。委员会认为公司财务报告真实准确，内部控制有效，外部审计机构立信会计师事务所履职良好。2026年计划加强内部监督协同，提升审计质量与风险防控水平。
保利发展,sh.600048,2026-04-18,"保利发展发布2025年年度报告摘要。2025年，公司总资产118,829,241.94万元，同比下降11%；营业收入30,814,418.96万元，同比下降1.13%；归属于上市公司股东的净利润103,469.81万元，同比下降79.31%；经营活动现金流量净额1,518,914.87万元，同比增长142.74%。公司拟每10股派发现金红利0.35元（含税），不进行资本公积金转增股本"
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展向特定对象发行了8500万张可转换公司债券，每张面值100元，募集资金总额85亿元，期限6年。保荐人中国国际金融股份有限公司出具2025年度持续督导报告，认为保利发展在持续督导期间未发生违法违规或违背承诺事项，信息披露真实、准确、完整，内控制度有效执行，募集资金使用合规。
保利发展,sh.600048,2026-04-18,保利发展（保荐机构中金公司）发布2025年涉及财务公司关联交易的核查意见。2025年4月27日，公司董事会审议通过续签《金融服务协议》，有效期至2028年6月30日。存款日余额不超过上年净资产40%，贷款额度500亿元，委托贷款260亿元，其他业务100亿元。2025年末存款余额460.01亿元，长期借款余额234.36亿元。保荐机构认为协议按一般商业条款订立，履行良好，无异议。
保利发展,sh.600048,2026-04-18,保利发展于2026年4月16日发布2025年度内部控制评价报告。报告显示，截至2025年12月31日，公司不存在财务报告内部控制重大缺陷，财务报告内部控制评价有效；未发现非财务报告内部控制重大缺陷。评价范围涵盖公司总部、地产主要子公司及保利物业等，资产总额占比95%以上，营业收入占比95%左右。报告还因取消监事会调整了缺陷认定标准，并提及部分非财务报告一般缺陷已整改。
保利发展,sh.600048,2026-04-18,保利发展于2026年4月18日发布2025年度非经营性资金占用及其他关联资金往来专项报告。立信会计师事务所出具的审计报告（信会师报字[2026]第ZG11039号）显示，经审计，公司编制的2025年度非经营性资金占用及其他关联资金往来情况汇总表与已审计财务报表核对无重大不一致，审计意见为无保留意见。报告仅供披露年度报告使用。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展发布了关于2025年度募集资金存放、管理与实际使用情况的专项报告。
保利发展,sh.600048,2026-04-18,原文信息不足，无法形成完整摘要。
保利发展,sh.600048,2026-04-18,保利发展（600048）于2026年4月18日披露2025年年度报告，显示2025年净利润为10.35亿元，并拟每10股派发现金红利0.35元。
保利发展,sh.600048,2026-04-18,保利发展2025年经营现金流净额同比增长142.74%。当年实现销售签约金额2530亿元，签约面积1235万平方米，销售金额连续三年位居行业第一，销售权益比为79%，同比提升3个百分点。
保利发展,sh.600048,2026-04-18,保利发展2025年年报显示，公司实现销售签约金额2530亿元，签约面积1235万平方米，销售金额连续三年行业第一，销售权益比为79%，同比提升3个百分点。
保利发展,sh.600048,2026-04-18,保利发展2025年年度报告显示，公司全年实现营业收入3081.44亿元，同比减少1.13%；归母净利润为10.35亿元，同比减少79.31%；扣非净利润为6.59亿元，同比减少84.52%。公司计提减值准备近70亿元，且销售额连续同比下滑。
